t(s),solute value 4.88e-05,solute value 2.00e-05
23.39999999999995,33.00491830042695,50.70312093869575
23.599999999999948,33.073016870273364,50.70314085711749
23.799999999999947,33.140207926473366,50.70316049904703
23.999999999999947,33.206507048860495,50.70317986968365
24.199999999999946,33.27192940857142,50.70319897407522
24.399999999999945,33.336489783313155,50.7032178171242
24.599999999999945,33.40020257195425,50.70323640359348
24.799999999999944,33.46308180847244,50.70325473811181
24.999999999999943,33.525141175289775,50.70327282517911
25.199999999999942,33.58639401602448,50.70329066917145
25.39999999999994,33.64685334768721,50.7033082743458
25.59999999999994,33.70653187234821,50.70332564484467
25.79999999999994,33.765441988300196,50.70334278470036
25.99999999999994,33.823595800740854,50.70335969783923
26.19999999999994,33.881005131997384,50.70337638808559
26.399999999999938,33.93768153131444,50.70339285916555
26.599999999999937,33.99363628422597,50.703409114710595
26.799999999999937,34.04888042153013,50.70342515826114
26.999999999999936,34.10342472788564,50.70344099326971
27.199999999999935,34.157279750047174,50.70345662310427
27.399999999999935,34.21045580475617,50.703472051051136
27.599999999999934,34.262962986303116,50.70348728031792
27.799999999999933,34.314811173776086,50.7035023140363
27.999999999999932,34.36601003800998,50.70351715526468
28.199999999999932,34.41656904825008,50.70353180699074
28.39999999999993,34.46649747854277,50.703546272133835
28.59999999999993,34.515804413865816,50.703560553547355
28.79999999999993,34.56449875601001,50.703574654020954
28.99999999999993,34.61258922922327,50.70358857628268
29.19999999999993,34.660084385627876,50.70360232300099
29.399999999999928,34.706992610421025,50.703615896786815
29.599999999999927,34.7533221268684,50.70362930019528
29.799999999999926,34.7990810010998,50.70364253572767
29.999999999999925,34.84427714671595,50.703655605833035
30.199999999999925,34.88891832921454,50.70366851290993
30.399999999999924,34.93301217024354,50.70368125930794
30.599999999999923,34.97656615168968,50.703693847329255
30.799999999999923,35.01958761960893,50.70370627923009
30.999999999999922,35.06208378800626,50.703718557222146
31.19999999999992,35.10406174247108,50.70373068347388
31.39999999999992,35.14552844367469,50.70374266011187
31.59999999999992,35.186490730735905,50.70375448922202
31.79999999999992,35.226955324460256,50.70376617285076
31.99999999999992,35.26692883045868,50.70377771300622
32.19999999999992,35.30641774215047,50.70378911165927
32.39999999999992,35.34542844365579,50.70380037074463
32.59999999999992,35.3839672125824,50.70381149216189
32.799999999999926,35.422040222711026,50.703822477776455
32.99999999999993,35.459653546583944,50.70383332942051
33.19999999999993,35.49681315800061,50.70384404889393
33.399999999999935,35.533524934424605,50.70385463796512
33.59999999999994,35.569794659305344,50.7038650983719
33.79999999999994,35.60562802431847,50.70387543182228
33.99999999999994,35.64103063152803,50.703885639995235
34.199999999999946,35.676007995474045,50.703895724541496
34.39999999999995,35.71056554518833,50.70390568708419
34.59999999999995,35.74470862614177,50.70391552921964
34.799999999999955,35.77844250212576,50.70392525251795
34.99999999999996,35.81177235707064,50.70393485852368
35.19999999999996,35.84470329680359,50.703944348756494
35.39999999999996,35.87724035074878,50.70395372471171
35.599999999999966,35.909388473571745,50.70396298786092
35.79999999999997,35.94115254677059,50.703972139652564
35.99999999999997,35.97253738021608,50.70398118151239
36.199999999999974,36.00354771364262,50.703990114844075
36.39999999999998,36.03418821809228,50.70399894102965
36.59999999999998,36.06446349731357,50.70400766143007
36.79999999999998,36.09437808911699,50.70401627738558
36.999999999999986,36.12393646668882,50.70402479021625
37.19999999999999,36.15314303986516,50.7040332012224
37.39999999999999,36.18200215636744,50.704041511685
37.599999999999994,36.210518103001135,50.704049722866095
37.8,36.23869510681915,50.704057836009234
38.0,36.26653733625107,50.70406585233978
38.2,36.294048902199876,50.70407377306538
38.400000000000006,36.321233859107046,50.70408159937625
38.60000000000001,36.348096205987645,50.70408933244556
38.80000000000001,36.37463988743624,50.704096973429785
39.000000000000014,36.40086879460491,50.704104523468985
39.20000000000002,36.4267867661544,50.70411198368717
39.40000000000002,36.45239758917939,50.704119355192624
39.60000000000002,36.47770500010884,50.70412663907815
39.800000000000026,36.50271268558247,50.70413383642139
40.00000000000003,36.52742428330406,50.704140948285136
40.20000000000003,36.55184338287255,50.70414797571756
40.400000000000034,36.575973526591866,50.7041549197525
40.60000000000004,36.599818210259905,50.70416178140974
40.80000000000004,36.62338088393777,50.70416856169523
41.00000000000004,36.646664952699886,50.70417526160134
41.200000000000045,36.66967377736551,50.704181882107136
41.40000000000005,36.69241067521253,50.704188424178554
41.60000000000005,36.71487892067398,50.70419488876867
41.800000000000054,36.737081746018056,50.70420127681791
42.00000000000006,36.75902234201207,50.70420758925424
42.20000000000006,36.780703858570874,50.704213826993424
42.40000000000006,36.80212940539054,50.704219990939194
42.600000000000065,36.82330205256742,50.70422608198346
42.80000000000007,36.84422483120334,50.70423210100647
43.00000000000007,36.86490073399739,50.704238048877066
43.200000000000074,36.88533271582457,50.70424392645282
43.40000000000008,36.90552369430191,50.70424973458024
43.60000000000008,36.92547655034244,50.704255474094886
43.80000000000008,36.94519412869726,50.70426114582165
44.000000000000085,36.964679238486326,50.70426675057482
44.20000000000009,36.983934653718066,50.7042722891583
44.40000000000009,37.00296311379839,50.704277762365734
44.600000000000094,37.02176732402927,50.70428317098073
44.8000000000001,37.040349956097366,50.70428851577694
45.0000000000001,37.05871364855276,50.70429379751822
45.2000000000001,37.07686100727842,50.70429901695882
45.400000000000105,37.0947946059504,50.7043041748435
45.60000000000011,37.11251698648914,50.70430927190765
45.80000000000011,37.13003065950229,50.704314308877464
46.000000000000114,37.14733810471897,50.70431928647005
46.20000000000012,37.16444177141603,50.70432420539359
46.40000000000012,37.181344078836396,50.70432906634743
46.60000000000012,37.198047416599714,50.70433387002221
46.800000000000125,37.21455414510555,50.70433861710005
47.00000000000013,37.23086659592936,50.70434330825458
47.20000000000013,37.246987072211404,50.704347944151124
47.400000000000134,37.26291784903876,50.704352525446794
47.600000000000136,37.27866117382074,50.7043570527906
47.80000000000014,37.294219266657755,50.70436152682359
48.00000000000014,37.30959432070386,50.7043659481789
48.200000000000145,37.3247885025232,50.70437031748196
48.40000000000015,37.33980395244033,50.704374635350476
48.60000000000015,37.35464278488481,50.70437890239465
48.80000000000015,37.36930708873008,50.704383119217205
49.000000000000156,37.383798927626664,50.70438728641352
49.20000000000016,37.398120340330124,50.70439140457173
49.40000000000016,37.41227334102359,50.7043954742728
49.600000000000165,37.426259919635164,50.704399496090645
49.80000000000017,37.440082042150344,50.70440347059221
50.0,37.45374165091941,50.70440739833758
